marker	chr	pos	cM	bp
2_96343452	2	96.343452	46.8660970849301	96343452
2_96741732	2	96.741732	46.8760970849301	96741732
2_97140012	2	97.140012	46.8860970849301	97140012
2_97486785	2	97.486785	46.9060970849301	97486785
2_97833558	2	97.833558	46.9260970849301	97833558
2_98104355	2	98.104355	46.9460970849301	98104355
2_98108486	2	98.108486	46.9660970849301	98108486
2_98112617	2	98.112617	46.9860970849301	98112617
2_98116748	2	98.116748	47.0060970849301	98116748
2_98120879	2	98.120879	47.0260970849301	98120879
2_98125010	2	98.12501	47.0460970849301	98125010
2_98129142	2	98.129142	47.0660970849301	98129142
2_98133273	2	98.133273	47.0860970849301	98133273
2_98138585	2	98.138585	47.1060970849301	98138585
2_98526456	2	98.526456	47.1260970849301	98526456
2_98718757	2	98.718757	47.1460970849301	98718757
2_98825970	2	98.82597	47.1660970849301	98825970
2_98831114	2	98.831114	47.1860970849301	98831114
2_98836258	2	98.836258	47.2060970849301	98836258
2_98908391	2	98.908391	47.2260970849301	98908391
2_99180649	2	99.180649	47.2460970849301	99180649
2_99184264	2	99.184264	47.2660970849301	99184264
2_99187880	2	99.18788	47.2860970849301	99187880
2_99599345	2	99.5993448	47.2900970849301	99599345
2_100010810	2	100.0108096	47.2940970849301	100010810
2_100422274	2	100.4222744	47.2980970849301	100422274
2_100833739	2	100.8337392	47.3020970849301	100833739
2_101245204	2	101.245204	47.3060970849301	101245204
2_101256718	2	101.256718	47.3260970849301	101256718
2_101268231	2	101.268231	47.3460970849301	101268231
2_101377496	2	101.377496	47.3660970849301	101377496
2_101386595	2	101.386595	47.3860970849301	101386595
2_101393435	2	101.393435	47.4060970849301	101393435
2_101400275	2	101.400275	47.4260970849301	101400275
2_101407115	2	101.407115	47.4460970849301	101407115
2_101418225	2	101.418225	47.4660970849301	101418225
2_101433555	2	101.433555	47.4860970849301	101433555
2_101506734	2	101.506734	47.5060970849301	101506734
2_101605185	2	101.605185	47.5260970849301	101605185
2_101703636	2	101.703636	47.5460970849301	101703636
2_101754227	2	101.754227	47.5660970849301	101754227
2_101786166	2	101.786166	47.5860970849301	101786166
2_101796975	2	101.796975	47.6060970849301	101796975
2_101799167	2	101.799167	47.6260970849301	101799167
2_101801359	2	101.801359	47.6460970849301	101801359
2_101817663	2	101.817663	47.6660970849301	101817663
2_102183918	2	102.183918	47.6860970849301	102183918
2_102185769	2	102.185769	47.7060970849301	102185769
2_102187000	2	102.187	47.7260970849301	102187000
2_102188231	2	102.188231	47.7460970849301	102188231
2_102189463	2	102.189463	47.7660970849301	102189463
2_102190694	2	102.190694	47.7860970849301	102190694
2_102191925	2	102.191925	47.8060970849301	102191925
2_102192997	2	102.192997	47.8260970849301	102192997
2_102193617	2	102.193617	47.8460970849301	102193617
2_102194375	2	102.194375	47.8660970849301	102194375
2_102195133	2	102.195133	47.8860970849301	102195133
2_102196917	2	102.196917	47.9060970849301	102196917
2_102430383	2	102.430383	47.9260970849301	102430383
2_102433762	2	102.433762	47.9460970849301	102433762
2_102437141	2	102.437141	47.9660970849301	102437141
2_102634544	2	102.634544	47.9860970849301	102634544
2_102637052	2	102.637052	48.0060970849301	102637052
2_102639560	2	102.63956	48.0260970849301	102639560
2_102653777	2	102.653777	48.0460970849301	102653777
2_102656832	2	102.656832	48.0660970849301	102656832
2_102659887	2	102.659887	48.0860970849301	102659887
2_102687216	2	102.687216	48.1060970849301	102687216
2_102695238	2	102.695238	48.1260970849301	102695238
2_102703260	2	102.70326	48.1460970849301	102703260
2_102966614	2	102.966614	48.1660970849301	102966614
2_103107327	2	103.107327	48.1860970849301	103107327
2_103166487	2	103.166487	48.2060970849301	103166487
2_103169978	2	103.169978	48.2260970849301	103169978
2_103173470	2	103.17347	48.2460970849301	103173470
2_103246090	2	103.24609	48.2660970849301	103246090
2_103288424	2	103.288424	48.2860970849301	103288424
2_103313860	2	103.31386	48.3060970849301	103313860
2_103324756	2	103.324756	48.3260970849301	103324756
2_103332710	2	103.33271	48.3460970849301	103332710
2_103340663	2	103.340663	48.3660970849301	103340663
2_103348616	2	103.348616	48.3860970849301	103348616
2_103427133	2	103.427133	48.4060970849301	103427133
2_103627938	2	103.627938	48.4260970849301	103627938
2_103828742	2	103.828742	48.4460970849301	103828742
2_103885974	2	103.885974	48.4660970849301	103885974
2_103896743	2	103.896743	48.4860970849301	103896743
2_103907512	2	103.907512	48.5060970849301	103907512
2_103940131	2	103.940131	48.5260970849301	103940131
2_103945897	2	103.945897	48.5460970849301	103945897
2_103951663	2	103.951663	48.5660970849301	103951663
2_103988652	2	103.988652	48.5860970849301	103988652
2_104036333	2	104.036333	48.6060970849301	104036333
2_104084015	2	104.084015	48.6260970849301	104084015
2_104104920	2	104.10492	48.6460970849301	104104920
2_104106276	2	104.106276	48.6660970849301	104106276
2_104107633	2	104.107633	48.6860970849301	104107633
2_104109731	2	104.109731	48.7060970849301	104109731
2_104117989	2	104.117989	48.7260970849301	104117989
2_104126246	2	104.126246	48.7460970849301	104126246
2_104209659	2	104.209659	48.7660970849301	104209659
2_104211757	2	104.211757	48.7860970849301	104211757
2_104212994	2	104.212994	48.8060970849301	104212994
2_104214231	2	104.214231	48.8260970849301	104214231
2_104215468	2	104.215468	48.8460970849301	104215468
2_104216705	2	104.216705	48.8660970849301	104216705
2_104217942	2	104.217942	48.8860970849301	104217942
2_104219178	2	104.219178	48.9060970849301	104219178
2_104220415	2	104.220415	48.9260970849301	104220415
2_104414731	2	104.414731	48.9460970849301	104414731
2_104418395	2	104.418395	48.9660970849301	104418395
2_104422059	2	104.422059	48.9860970849301	104422059
2_104489493	2	104.489493	49.0060970849301	104489493
2_104621679	2	104.621679	49.0260970849301	104621679
2_104701016	2	104.701016	49.0460970849301	104701016
2_104706565	2	104.706565	49.0660970849301	104706565
2_104712113	2	104.712113	49.0860970849301	104712113
2_104752033	2	104.752033	49.1060970849301	104752033
2_104884220	2	104.88422	49.1260970849301	104884220
2_105016407	2	105.016407	49.1460970849301	105016407
2_105089612	2	105.089612	49.1660970849301	105089612
2_105092245	2	105.092245	49.1860970849301	105092245
2_105094878	2	105.094878	49.2060970849301	105094878
2_105146761	2	105.146761	49.2260970849301	105146761
2_105152903	2	105.152903	49.2460970849301	105152903
2_105158368	2	105.158368	49.2660970849301	105158368
2_105163834	2	105.163834	49.2860970849301	105163834
2_105265672	2	105.265672	49.3060970849301	105265672
2_105350527	2	105.350527	49.3260970849301	105350527
2_105417960	2	105.41796	49.3460970849301	105417960
2_105422954	2	105.422954	49.3660970849301	105422954
2_105427948	2	105.427948	49.3860970849301	105427948
2_105434205	2	105.434205	49.4060970849301	105434205
2_105462951	2	105.462951	49.4260970849301	105462951
2_105470596	2	105.470596	49.4460970849301	105470596
2_105478241	2	105.478241	49.4660970849301	105478241
2_105517883	2	105.517883	49.4860970849301	105517883
2_105602737	2	105.602737	49.5060970849301	105602737
2_105868395	2	105.868395	49.5260970849301	105868395
2_106108370	2	106.10837	49.5460970849301	106108370
2_106108813	2	106.108813	49.5660970849301	106108813
2_106109256	2	106.109256	49.5860970849301	106109256
2_106462173	2	106.462173	49.6060970849301	106462173
2_106479064	2	106.479064	49.6260970849301	106479064
2_106483145	2	106.483145	49.6460970849301	106483145
2_106487227	2	106.487227	49.6660970849301	106487227
2_106491308	2	106.491308	49.6860970849301	106491308
2_106495390	2	106.49539	49.7060970849301	106495390
2_106499471	2	106.499471	49.7260970849301	106499471
2_106503553	2	106.503553	49.7460970849301	106503553
2_106507634	2	106.507634	49.7660970849301	106507634
2_106511715	2	106.511715	49.7860970849301	106511715
2_106515797	2	106.515797	49.8060970849301	106515797
2_106520484	2	106.520484	49.8260970849301	106520484
2_106622081	2	106.622081	49.8460970849301	106622081
2_106635959	2	106.635959	49.8660970849301	106635959
2_106649837	2	106.649837	49.8860970849301	106649837
2_106671575	2	106.671575	49.9060970849301	106671575
2_106675323	2	106.675323	49.9260970849301	106675323
2_106676920	2	106.67692	49.9460970849301	106676920
2_106678518	2	106.678518	49.9660970849301	106678518
2_106680115	2	106.680115	49.9860970849301	106680115
2_106681712	2	106.681712	50.0060970849301	106681712
2_106685177	2	106.685177	50.0260970849301	106685177
2_106689732	2	106.689732	50.0460970849301	106689732
2_106694288	2	106.694288	50.0660970849301	106694288
2_106727986	2	106.727986	50.0860970849301	106727986
2_106731686	2	106.731686	50.1060970849301	106731686
2_106735387	2	106.735387	50.1260970849301	106735387
2_106739088	2	106.739088	50.1460970849301	106739088
2_106742789	2	106.742789	50.1660970849301	106742789
2_106746490	2	106.74649	50.1860970849301	106746490
2_106750593	2	106.750593	50.2060970849301	106750593
2_106751128	2	106.751128	50.2260970849301	106751128
2_106751662	2	106.751662	50.2460970849301	106751662
2_106859135	2	106.859135	50.2660970849301	106859135
2_106860547	2	106.860547	50.2860970849301	106860547
2_106861958	2	106.861958	50.3060970849301	106861958
2_106863369	2	106.863369	50.3260970849301	106863369
2_106864781	2	106.864781	50.3460970849301	106864781
2_106866192	2	106.866192	50.3660970849301	106866192
2_106867603	2	106.867603	50.3860970849301	106867603
2_106869015	2	106.869015	50.4060970849301	106869015
2_106870426	2	106.870426	50.4260970849301	106870426
2_106871837	2	106.871837	50.4460970849301	106871837
2_106888094	2	106.888094	50.4660970849301	106888094
2_106889298	2	106.889298	50.4860970849301	106889298
2_106890502	2	106.890502	50.5060970849301	106890502
2_106893458	2	106.893458	50.5260970849301	106893458
2_106900398	2	106.900398	50.5460970849301	106900398
2_106907339	2	106.907339	50.5660970849301	106907339
2_107294893	2	107.294893	50.5860970849301	107294893
2_107325619	2	107.325619	50.6060970849301	107325619
2_107351051	2	107.351051	50.6260970849301	107351051
2_107359237	2	107.359237	50.6460970849301	107359237
2_107367424	2	107.367424	50.6660970849301	107367424
2_107376882	2	107.376882	50.6860970849301	107376882
2_107870660	2	107.87066	50.7060970849301	107870660
2_108067958	2	108.067958	50.7260970849301	108067958
2_108089593	2	108.089593	50.7460970849301	108089593
2_108095091	2	108.095091	50.7660970849301	108095091
2_108100589	2	108.100589	50.7860970849301	108100589
2_108106087	2	108.106087	50.8060970849301	108106087
2_108113085	2	108.113085	50.8260970849301	108113085
2_108121763	2	108.121763	50.8460970849301	108121763
2_108130992	2	108.130992	50.8660970849301	108130992
2_108143607	2	108.143607	50.8860970849301	108143607
2_108162401	2	108.162401	50.9060970849301	108162401
2_108164809	2	108.164809	50.9260970849301	108164809
2_108167217	2	108.167217	50.9460970849301	108167217
2_108499575	2	108.4995755	50.9560970849301	108499575
2_108831934	2	108.831934	50.9660970849301	108831934
2_108913710	2	108.91371	50.9860970849301	108913710
2_108914870	2	108.91487	51.0060970849301	108914870
2_108916031	2	108.916031	51.0260970849301	108916031
2_108919173	2	108.919173	51.0460970849301	108919173
2_108923931	2	108.923931	51.0660970849301	108923931
2_108926944	2	108.926944	51.0860970849301	108926944
2_108929956	2	108.929956	51.1060970849301	108929956
2_108932968	2	108.932968	51.1260970849301	108932968
2_108935980	2	108.93598	51.1460970849301	108935980
2_109256226	2	109.256226	51.1660970849301	109256226
2_109434466	2	109.434466	51.1860970849301	109434466
2_109487623	2	109.487623	51.2060970849301	109487623
2_109540781	2	109.540781	51.2260970849301	109540781
2_109616132	2	109.616132	51.2460970849301	109616132
2_109629183	2	109.629183	51.2660970849301	109629183
2_109631418	2	109.631418	51.2860970849301	109631418
2_109633654	2	109.633654	51.3060970849301	109633654
2_109635889	2	109.635889	51.3260970849301	109635889
2_109638124	2	109.638124	51.3460970849301	109638124
2_109640359	2	109.640359	51.3660970849301	109640359
2_109674046	2	109.674046	51.3860970849301	109674046
2_109689360	2	109.68936	51.4060970849301	109689360
2_109704674	2	109.704674	51.4260970849301	109704674
2_109865413	2	109.865413	51.4460970849301	109865413
2_109880194	2	109.880194	51.4660970849301	109880194
2_109894975	2	109.894975	51.4860970849301	109894975
2_109909674	2	109.909674	51.5060970849301	109909674
2_109918451	2	109.918451	51.5260970849301	109918451
2_109927229	2	109.927229	51.5460970849301	109927229
2_109936007	2	109.936007	51.5660970849301	109936007
2_110174032	2	110.174032	51.5860970849301	110174032
2_110183091	2	110.183091	51.6060970849301	110183091
2_110192151	2	110.192151	51.6260970849301	110192151
2_110214050	2	110.21405	51.6460970849301	110214050
2_110410511	2	110.410511	51.6660970849301	110410511
2_110582857	2	110.582857	51.6860970849301	110582857
2_110755203	2	110.755203	51.7060970849301	110755203
2_110927549	2	110.927549	51.7260970849301	110927549
2_111099895	2	111.099895	51.7460970849301	111099895
2_111231288	2	111.231288	51.7660970849301	111231288
2_111319232	2	111.319232	51.7860970849301	111319232
2_111407176	2	111.407176	51.8060970849301	111407176
2_111495120	2	111.49512	51.8260970849301	111495120
2_111583063	2	111.583063	51.8460970849301	111583063
2_111671007	2	111.671007	51.8660970849301	111671007
2_111786890	2	111.78689	51.8860970849301	111786890
2_111959236	2	111.959236	51.9060970849301	111959236
2_112131582	2	112.131582	51.9260970849301	112131582
2_112303928	2	112.303928	51.9460970849301	112303928
2_112476274	2	112.476274	51.9660970849301	112476274
2_112648620	2	112.64862	51.9860970849301	112648620
2_112711083	2	112.711083	52.0060970849301	112711083
2_112757592	2	112.757592	52.0260970849301	112757592
2_112787965	2	112.787965	52.0460970849301	112787965
2_112808231	2	112.808231	52.0660970849301	112808231
2_112828496	2	112.828496	52.0860970849301	112828496
2_112848761	2	112.848761	52.1060970849301	112848761
2_112872311	2	112.872311	52.1260970849301	112872311
2_112902903	2	112.902903	52.1460970849301	112902903
2_112933494	2	112.933494	52.1660970849301	112933494
2_112964086	2	112.964086	52.1860970849301	112964086
2_113010175	2	113.010175	52.2060970849301	113010175
2_113191065	2	113.191065	52.2260970849301	113191065
2_113209272	2	113.209272	52.2460970849301	113209272
2_113227480	2	113.22748	52.2660970849301	113227480
2_113304042	2	113.304042	52.2860970849301	113304042
2_113573129	2	113.573129	52.3060970849301	113573129
2_113576132	2	113.576132	52.3260970849301	113576132
2_113576551	2	113.576551	52.3460970849301	113576551
2_113576969	2	113.576969	52.3660970849301	113576969
2_113577387	2	113.577387	52.3860970849301	113577387
2_113580246	2	113.580246	52.4060970849301	113580246
2_113647960	2	113.64796	52.4260970849301	113647960
2_113764587	2	113.764587	52.4460970849301	113764587
2_113792022	2	113.792022	52.4660970849301	113792022
2_113819456	2	113.819456	52.4860970849301	113819456
2_113876385	2	113.876385	52.5060970849301	113876385
2_113926451	2	113.926451	52.5260970849301	113926451
2_113976518	2	113.976518	52.5460970849301	113976518
2_114074016	2	114.074016	52.5660970849301	114074016
2_114081561	2	114.081561	52.5860970849301	114081561
2_114089106	2	114.089106	52.6060970849301	114089106
2_114210153	2	114.210153	52.6260970849301	114210153
2_114362278	2	114.362278	52.6460970849301	114362278
2_114367295	2	114.367295	52.6660970849301	114367295
2_114372312	2	114.372312	52.6860970849301	114372312
2_114377329	2	114.377329	52.7060970849301	114377329
2_114382346	2	114.382346	52.7260970849301	114382346
2_114387363	2	114.387363	52.7460970849301	114387363
2_114765848	2	114.765848	52.7660970849301	114765848
2_114875653	2	114.875653	52.7860970849301	114875653
2_114901281	2	114.901281	52.8060970849301	114901281
2_114926909	2	114.926909	52.8260970849301	114926909
2_115039114	2	115.039114	52.8460970849301	115039114
2_115068371	2	115.068371	52.8660970849301	115068371
2_115078615	2	115.078615	52.8860970849301	115078615
2_115088859	2	115.088859	52.9060970849301	115088859
2_115099103	2	115.099103	52.9260970849301	115099103
2_115113717	2	115.113717	52.9460970849301	115113717
2_115121431	2	115.121431	52.9660970849301	115121431
2_115129146	2	115.129146	52.9860970849301	115129146
2_115150381	2	115.150381	53.0060970849301	115150381
2_115305696	2	115.305696	53.0260970849301	115305696
2_115473982	2	115.473982	53.0460970849301	115473982
2_115487435	2	115.487435	53.0660970849301	115487435
2_115500888	2	115.500888	53.0860970849301	115500888
2_115544066	2	115.544066	53.1060970849301	115544066
2_115550659	2	115.550659	53.1260970849301	115550659
2_115557252	2	115.557252	53.1460970849301	115557252
2_115829218	2	115.829218	53.1660970849301	115829218
2_115865836	2	115.865836	53.1860970849301	115865836
2_115900946	2	115.900946	53.2060970849301	115900946
2_115911319	2	115.911319	53.2260970849301	115911319
2_115921692	2	115.921692	53.2460970849301	115921692
2_115932065	2	115.932065	53.2660970849301	115932065
2_115942438	2	115.942438	53.2860970849301	115942438
2_115977033	2	115.977033	53.3060970849301	115977033
2_115991915	2	115.991915	53.3260970849301	115991915
2_116006798	2	116.006798	53.3460970849301	116006798
2_116062114	2	116.062114	53.3660970849301	116062114
2_116074604	2	116.074604	53.3860970849301	116074604
2_116087095	2	116.087095	53.4060970849301	116087095
2_116111444	2	116.111444	53.4260970849301	116111444
2_116116160	2	116.11616	53.4460970849301	116116160
2_116120370	2	116.12037	53.4660970849301	116120370
2_116124581	2	116.124581	53.4860970849301	116124581
2_116128791	2	116.128791	53.5060970849301	116128791
2_116133001	2	116.133001	53.5260970849301	116133001
2_116385391	2	116.385391	53.5460970849301	116385391
2_116536580	2	116.53658	53.5660970849301	116536580
2_116587995	2	116.587995	53.5860970849301	116587995
2_116594455	2	116.594455	53.6060970849301	116594455
2_116600915	2	116.600915	53.6260970849301	116600915
2_116607374	2	116.607374	53.6460970849301	116607374
2_116631985	2	116.631985	53.6660970849301	116631985
2_116656788	2	116.656788	53.6860970849301	116656788
2_116680580	2	116.68058	53.7060970849301	116680580
2_116699459	2	116.699459	53.7260970849301	116699459
2_116718338	2	116.718338	53.7460970849301	116718338
2_116777880	2	116.77788	53.7660970849301	116777880
2_116847320	2	116.84732	53.7860970849301	116847320
2_116925239	2	116.925239	53.8060970849301	116925239
2_116956154	2	116.956154	53.8260970849301	116956154
2_116960617	2	116.960617	53.8460970849301	116960617
2_116964254	2	116.964254	53.8660970849301	116964254
2_116964525	2	116.964525	53.8860970849301	116964525
2_116964795	2	116.964795	53.9060970849301	116964795
2_116965065	2	116.965065	53.9260970849301	116965065
2_116969482	2	116.969482	53.9460970849301	116969482
2_116973946	2	116.973946	53.9660970849301	116973946
2_116978409	2	116.978409	53.9860970849301	116978409
2_116982872	2	116.982872	54.0060970849301	116982872
2_116987336	2	116.987336	54.0260970849301	116987336
2_116997054	2	116.997054	54.0460970849301	116997054
2_117187345	2	117.187345	54.0660970849301	117187345
2_117194890	2	117.19489	54.0860970849301	117194890
2_117202435	2	117.202435	54.1060970849301	117202435
2_117209979	2	117.209979	54.1260970849301	117209979
2_117217561	2	117.217561	54.1460970849301	117217561
2_117225155	2	117.225155	54.1660970849301	117225155
2_117374782	2	117.374782	54.1860970849301	117374782
2_117375759	2	117.375759	54.2060970849301	117375759
2_117376737	2	117.376737	54.2260970849301	117376737
2_117781231	2	117.781231	54.2460970849301	117781231
2_117794813	2	117.794813	54.2660970849301	117794813
2_117808396	2	117.808396	54.2860970849301	117808396
2_117926607	2	117.926607	54.3060970849301	117926607
2_117948097	2	117.948097	54.3260970849301	117948097
2_117968717	2	117.968717	54.3460970849301	117968717
2_117989337	2	117.989337	54.3660970849301	117989337
2_118322113	2	118.322113	54.3860970849301	118322113
2_118469878	2	118.469878	54.4060970849301	118469878
2_118473528	2	118.473528	54.4260970849301	118473528
2_118477178	2	118.477178	54.4460970849301	118477178
2_118480829	2	118.480829	54.4660970849301	118480829
2_118484479	2	118.484479	54.4860970849301	118484479
2_118490541	2	118.490541	54.5060970849301	118490541
2_118561089	2	118.561089	54.5260970849301	118561089
2_118563586	2	118.563586	54.5460970849301	118563586
2_118566082	2	118.566082	54.5660970849301	118566082
2_118676844	2	118.676844	54.5860970849301	118676844
2_118681957	2	118.681957	54.6060970849301	118681957
2_118687071	2	118.687071	54.6260970849301	118687071
2_118692184	2	118.692184	54.6460970849301	118692184
2_118697297	2	118.697297	54.6660970849301	118697297
2_118702411	2	118.702411	54.6860970849301	118702411
2_118707524	2	118.707524	54.7060970849301	118707524
2_118712638	2	118.712638	54.7260970849301	118712638
2_118717751	2	118.717751	54.7460970849301	118717751
2_118722864	2	118.722864	54.7660970849301	118722864
2_118858467	2	118.858467	54.7860970849301	118858467
2_118864400	2	118.8644	54.8060970849301	118864400
2_118869573	2	118.869573	54.8260970849301	118869573
2_118875734	2	118.875734	54.8460970849301	118875734
2_118895571	2	118.895571	54.8660970849301	118895571
2_118906929	2	118.906929	54.8860970849301	118906929
2_118918288	2	118.918288	54.9060970849301	118918288
2_118929646	2	118.929646	54.9260970849301	118929646
2_118941795	2	118.941795	54.9460970849301	118941795
2_118962088	2	118.962088	54.9660970849301	118962088
2_119007886	2	119.007886	54.9860970849301	119007886
2_119011196	2	119.011196	55.0060970849301	119011196
2_119014506	2	119.014506	55.0260970849301	119014506
2_119036226	2	119.036226	55.0460970849301	119036226
2_119118997	2	119.118997	55.0660970849301	119118997
2_119135828	2	119.135828	55.0860970849301	119135828
2_119152658	2	119.152658	55.1060970849301	119152658
2_119169488	2	119.169488	55.1260970849301	119169488
2_119619480	2	119.61948	55.1360970849301	119619480
2_120069472	2	120.069472	55.1460970849301	120069472
2_120082882	2	120.082882	55.1660970849301	120082882
2_120096292	2	120.096292	55.1860970849301	120096292
2_120184965	2	120.184965	55.2060970849301	120184965
2_120195838	2	120.195838	55.2260970849301	120195838
2_120206710	2	120.20671	55.2460970849301	120206710
2_120554554	2	120.5545535	55.2560970849301	120554554
2_120902397	2	120.902397	55.2660970849301	120902397
2_120953178	2	120.953178	55.2860970849301	120953178
2_121003959	2	121.003959	55.3060970849301	121003959
2_121121884	2	121.121884	55.3260970849301	121121884
2_121139013	2	121.139013	55.3460970849301	121139013
2_121155758	2	121.155758	55.3660970849301	121155758
2_121238791	2	121.238791	55.3860970849301	121238791
2_121538726	2	121.538726	55.4060970849301	121538726
2_121542100	2	121.5421	55.4260970849301	121542100
2_121545474	2	121.545474	55.4460970849301	121545474
2_121550696	2	121.550696	55.4660970849301	121550696
2_121557557	2	121.557557	55.4860970849301	121557557
2_121564418	2	121.564418	55.5060970849301	121564418
2_121571435	2	121.571435	55.5260970849301	121571435
2_121578185	2	121.578185	55.5460970849301	121578185
2_121584934	2	121.584934	55.5660970849301	121584934
2_121591683	2	121.591683	55.5860970849301	121591683
2_121598433	2	121.598433	55.6060970849301	121598433
2_121605182	2	121.605182	55.6260970849301	121605182
2_121838650	2	121.83865	55.6460970849301	121838650
2_122156188	2	122.1561885	55.6560970849301	122156188
2_122473727	2	122.473727	55.6660970849301	122473727
2_122693523	2	122.693523	55.6860970849301	122693523
2_122701525	2	122.701525	55.7060970849301	122701525
2_122709527	2	122.709527	55.7260970849301	122709527
2_122724818	2	122.724818	55.7460970849301	122724818
2_122727011	2	122.727011	55.7660970849301	122727011
2_122729204	2	122.729204	55.7860970849301	122729204
2_122989459	2	122.989459	55.8060970849301	122989459
2_123092110	2	123.09211	55.8260970849301	123092110
2_123168334	2	123.168334	55.8460970849301	123168334
2_123193374	2	123.193374	55.8660970849301	123193374
2_123210647	2	123.210647	55.8860970849301	123210647
2_123227919	2	123.227919	55.9060970849301	123227919
2_123245192	2	123.245192	55.9260970849301	123245192
2_123571468	2	123.571468	55.9460970849301	123571468
2_123652615	2	123.652615	55.9660970849301	123652615
2_123715618	2	123.715618	55.9860970849301	123715618
2_123732494	2	123.732494	56.0060970849301	123732494
2_123740079	2	123.740079	56.0260970849301	123740079
2_123747665	2	123.747665	56.0460970849301	123747665
2_123755250	2	123.75525	56.0660970849301	123755250
2_123762836	2	123.762836	56.0860970849301	123762836
2_123770422	2	123.770422	56.1060970849301	123770422
2_123778007	2	123.778007	56.1260970849301	123778007
2_123785838	2	123.785838	56.1460970849301	123785838
2_123794164	2	123.794164	56.1660970849301	123794164
2_123800471	2	123.800471	56.1860970849301	123800471
2_123802871	2	123.802871	56.2060970849301	123802871
2_123805271	2	123.805271	56.2260970849301	123805271
2_123807671	2	123.807671	56.2460970849301	123807671
2_123810071	2	123.810071	56.2660970849301	123810071
2_123812471	2	123.812471	56.2860970849301	123812471
2_124098185	2	124.098185	56.3060970849301	124098185
2_124103706	2	124.103706	56.3260970849301	124103706
2_124109228	2	124.109228	56.3460970849301	124109228
2_124304786	2	124.304786	56.3660970849301	124304786
2_124404221	2	124.404221	56.3860970849301	124404221
2_124405511	2	124.405511	56.4060970849301	124405511
2_124406801	2	124.406801	56.4260970849301	124406801
2_124531988	2	124.531988	56.4460970849301	124531988
2_124535065	2	124.535065	56.4660970849301	124535065
2_124538143	2	124.538143	56.4860970849301	124538143
2_124717244	2	124.717244	56.5060970849301	124717244
2_124761613	2	124.761613	56.5260970849301	124761613
2_124805981	2	124.805981	56.5460970849301	124805981
2_124839213	2	124.839213	56.5660970849301	124839213
2_124866771	2	124.866771	56.5860970849301	124866771
2_124894329	2	124.894329	56.6060970849301	124894329
2_125079199	2	125.079199	56.6260970849301	125079199
2_125094391	2	125.094391	56.6460970849301	125094391
2_125107873	2	125.107873	56.6660970849301	125107873
2_125121355	2	125.121355	56.6860970849301	125121355
2_125137672	2	125.137672	56.7060970849301	125137672
2_125149114	2	125.149114	56.7260970849301	125149114
2_125160556	2	125.160556	56.7460970849301	125160556
2_125171998	2	125.171998	56.7660970849301	125171998
2_125177606	2	125.177606	56.7860970849301	125177606
2_125179714	2	125.179714	56.8060970849301	125179714
2_125181567	2	125.181567	56.8260970849301	125181567
2_125182729	2	125.182729	56.8460970849301	125182729
2_125183892	2	125.183892	56.8660970849301	125183892
2_125185733	2	125.185733	56.8860970849301	125185733
2_125187700	2	125.1877	56.9060970849301	125187700
2_125191536	2	125.191536	56.9260970849301	125191536
2_125199675	2	125.199675	56.9460970849301	125199675
2_125208029	2	125.208029	56.9660970849301	125208029
2_125291581	2	125.291581	56.9860970849301	125291581
2_125297636	2	125.297636	57.0060970849301	125297636
2_125303691	2	125.303691	57.0260970849301	125303691
2_125312381	2	125.312381	57.0460970849301	125312381
2_125334252	2	125.334252	57.0660970849301	125334252
2_125334524	2	125.334524	57.0860970849301	125334524
2_125334796	2	125.334796	57.1060970849301	125334796
2_125396374	2	125.396374	57.1260970849301	125396374
2_125481548	2	125.481548	57.1460970849301	125481548
2_125552992	2	125.552992	57.1660970849301	125552992
2_125557926	2	125.557926	57.1860970849301	125557926
2_125563013	2	125.563013	57.2060970849301	125563013
2_125665280	2	125.66528	57.2260970849301	125665280
2_125720061	2	125.720061	57.2460970849301	125720061
2_125732701	2	125.732701	57.2660970849301	125732701
2_125745341	2	125.745341	57.2860970849301	125745341
2_126057265	2	126.057265	57.3060970849301	126057265
2_126072546	2	126.072546	57.3260970849301	126072546
2_126087826	2	126.087826	57.3460970849301	126087826
2_126103107	2	126.103107	57.3660970849301	126103107
2_126118388	2	126.118388	57.3860970849301	126118388
2_126133669	2	126.133669	57.4060970849301	126133669
2_126148950	2	126.14895	57.4260970849301	126148950
2_126164231	2	126.164231	57.4460970849301	126164231
2_126184838	2	126.184838	57.4660970849301	126184838
2_126678042	2	126.678042	57.4860970849301	126678042
2_126690021	2	126.690021	57.5060970849301	126690021
2_126702000	2	126.702	57.5260970849301	126702000
2_126965628	2	126.965628	57.5360970849301	126965628
2_127229256	2	127.229256	57.5460970849301	127229256
2_127232912	2	127.232912	57.5660970849301	127232912
2_127236568	2	127.236568	57.5860970849301	127236568
2_127240224	2	127.240224	57.6060970849301	127240224
2_127565057	2	127.565057	57.6160970849301	127565057
2_127889890	2	127.88989	57.6260970849301	127889890
2_127941141	2	127.941141	57.6460970849301	127941141
2_127947797	2	127.947797	57.6660970849301	127947797
2_127954454	2	127.954454	57.6860970849301	127954454
2_127961110	2	127.96111	57.7060970849301	127961110
2_128024354	2	128.024354	57.7260970849301	128024354
2_128039858	2	128.039858	57.7460970849301	128039858
2_128042647	2	128.042647	57.7660970849301	128042647
2_128045428	2	128.045428	57.7860970849301	128045428
2_128048209	2	128.048209	57.8060970849301	128048209
